Ensembl Gene ID,Gene Start (bp),Gene End (bp),Chromosome Name,Strand,Associated Gene Name
ENSMUSG00000081959,9066035,9066866,X,-1,Gm16480
ENSMUSG00000102174,13532809,13533504,Y,1,RP24-73D21.2
ENSMUSG00000099463,34670134,34673374,Y,-1,Gm29081
ENSMUSG00000040505,84658234,84683011,17,-1,Abcg5
ENSMUSG00000045302,30950853,30960330,5,-1,Preb
ENSMUSG00000025224,46152509,46286510,19,1,Gbf1
ENSMUSG00000102583,13569691,13570368,Y,1,RP24-73D21.3
ENSMUSG00000102195,19954018,19957248,Y,1,CH36-480L18.6
ENSMUSG00000103856,13749954,13750512,3,1,RP23-370E6.3
ENSMUSG00000083123,9080044,9080571,X,1,Gm6826
ENSMUSG00000049357,34579846,34597468,18,-1,4933408B17Rik
ENSMUSG00000096025,13776848,13777102,3,1,Ralyl
ENSMUSG00000001166,120800194,120812514,5,-1,Oas1c
ENSMUSG00000104048,13580701,13582258,Y,-1,RP24-73D21.4
ENSMUSG00000086041,107349039,107351353,4,-1,Gm12869
ENSMUSG00000038883,27259436,27276660,13,1,Prl3a1
ENSMUSG00000082279,107327484,107328499,4,-1,Gm12870
ENSMUSG00000029012,22486485,22550429,5,-1,Orc5
ENSMUSG00000057375,107314363,107359823,4,1,Yipf1
ENSMUSG00000085239,43579602,43581116,11,-1,Gm12150
ENSMUSG00000044707,43528784,43586997,11,1,Ccnjl
ENSMUSG00000102891,13838875,13840231,3,-1,RP23-21E5.1
ENSMUSG00000079915,65838167,65838683,9,1,Gm16073
ENSMUSG00000031609,57482707,57487860,8,-1,Sap30
ENSMUSG00000040204,65890237,65903266,9,1,2810417H13Rik
ENSMUSG00000039063,6188465,6213033,2,-1,Echdc3
ENSMUSG00000058132,12304802,12305719,7,1,Vmn1r82
ENSMUSG00000041079,87433407,87440573,16,-1,Rwdd2b
ENSMUSG00000102993,24604271,24604585,Y,1,RP24-122G9.6
ENSMUSG00000020140,115450311,115587780,10,-1,Lgr5
ENSMUSG00000085655,35933045,35942717,3,1,Gm15952
ENSMUSG00000084160,19509090,19509317,2,-1,Gm13345
ENSMUSG00000029867,41684431,41685717,6,1,1700034O15Rik
ENSMUSG00000087485,6255946,6257266,2,-1,Gm13383
ENSMUSG00000087125,6193251,6321611,2,1,A230108P19Rik
ENSMUSG00000069289,22524051,22524986,13,1,Vmn1r203
ENSMUSG00000027559,14863512,14872523,3,1,Car3
ENSMUSG00000087688,22523911,22524744,13,-1,Gm11300
ENSMUSG00000031559,49370886,49521095,8,1,4930555F03Rik
ENSMUSG00000035958,24831679,24842153,13,1,Tdp2
ENSMUSG00000022019,87416639,87545373,14,1,Tdrd3
ENSMUSG00000004098,20770050,20815067,9,-1,Col5a3
ENSMUSG00000026734,19462837,19553914,2,-1,4921504E06Rik
ENSMUSG00000066804,12321180,12322175,7,-1,Vmn1r83
ENSMUSG00000101572,64709346,64710695,5,1,Gm28712
ENSMUSG00000097989,93196595,93197598,15,1,Gm4335
ENSMUSG00000097640,64708207,64804117,5,-1,Gm20033
ENSMUSG00000006638,30950066,30955091,5,1,Abhd1
ENSMUSG00000036403,76588698,76646466,5,1,Cep135
ENSMUSG00000033845,4773206,4785739,1,-1,Mrpl15
ENSMUSG00000032386,65828930,65908794,9,-1,Trip4
ENSMUSG00000020484,5520659,5525893,11,1,Xbp1
ENSMUSG00000098141,55972286,55973291,18,1,Gm6944
ENSMUSG00000104404,13783494,13813771,Y,1,RP24-90B12.1
ENSMUSG00000021018,20717665,20722267,16,1,Polr2h
ENSMUSG00000099450,53363114,53363686,1,1,Gm6799
ENSMUSG00000102952,114781409,114781834,12,-1,Ighv1-25
ENSMUSG00000033219,14910122,14914899,5,-1,Gm9758
ENSMUSG00000023186,38718268,38743337,9,1,Vwa5a
ENSMUSG00000102684,87738192,87740020,9,-1,RP23-353O7.3
ENSMUSG00000102043,87769770,87770271,9,1,Gm9541
ENSMUSG00000087123,80399349,80399666,3,-1,Gm6706
ENSMUSG00000099584,88039089,88039692,9,-1,Gm28877
ENSMUSG00000057855,89084015,89084534,16,1,Krtap6-3
ENSMUSG00000098059,98714813,98715752,14,1,Gm27034
ENSMUSG00000081277,111361203,111361675,13,-1,Gm15285
ENSMUSG00000099886,88121295,88122765,9,-1,Gm2324
ENSMUSG00000068071,89140851,89141339,16,1,Gm6358
ENSMUSG00000082111,54853128,54854712,4,1,Gm12479
ENSMUSG00000029269,87513339,87538195,5,-1,Sult1b1
ENSMUSG00000059562,25162461,25171913,17,1,Ccdc154
ENSMUSG00000082258,111361676,111361919,13,1,Gm15289
ENSMUSG00000028287,39450295,39451776,4,1,1700009N14Rik
ENSMUSG00000086201,111361840,111368680,13,-1,Gm6270
ENSMUSG00000039611,49584506,49597876,4,-1,Tmem246
ENSMUSG00000069962,89186946,89187560,8,-1,Gm5356
ENSMUSG00000039335,26637620,26983212,3,1,Spata16
ENSMUSG00000067288,33819027,33824562,17,-1,Rps28
ENSMUSG00000100852,47544772,47548004,Y,1,Gm29056
ENSMUSG00000055850,72359714,72362721,6,-1,Rnf181
ENSMUSG00000029146,31193227,31198900,5,1,Snx17
ENSMUSG00000086423,29235777,29236620,13,-1,Gm11364
ENSMUSG00000089815,44121167,44125179,13,1,Gm5083
ENSMUSG00000041607,82475146,82585637,18,1,Mbp
ENSMUSG00000000159,96361668,96525580,16,1,Igsf5
ENSMUSG00000006191,29191746,29855674,13,-1,Cdkal1
ENSMUSG00000030232,140622449,140678472,6,1,Aebp2
ENSMUSG00000044080,90511034,90514392,3,-1,S100a1
ENSMUSG00000084235,22528321,22528719,5,-1,Gm15421
ENSMUSG00000092404,45437181,45441698,12,1,Gm9921
ENSMUSG00000029110,34336289,34355629,5,1,Rnf4
ENSMUSG00000050821,20693282,20703048,16,1,Fam131a
ENSMUSG00000003123,25379527,25398710,7,-1,Lipe
ENSMUSG00000035649,44755877,44932215,4,1,Zcchc7
ENSMUSG00000048261,13178903,13180174,7,1,Gm4879
ENSMUSG00000094981,22200341,22201264,7,-1,Gm8653
ENSMUSG00000022285,36770770,36794547,15,-1,Ywhaz
ENSMUSG00000025983,54250683,54368727,1,1,Ccdc150
ENSMUSG00000103848,6137823,6138244,3,-1,RP23-32D13.3
ENSMUSG00000042312,90514435,90524581,3,1,S100a13
ENSMUSG00000042099,33810520,33822918,17,1,Kank3
ENSMUSG00000026643,3284212,3328877,2,1,Nmt2
ENSMUSG00000083937,52900599,52902683,4,1,Cct3-ps1
ENSMUSG00000100269,43056267,43057134,1,1,Gm28782
ENSMUSG00000070939,43047200,43098637,1,-1,Tgfbrap1
ENSMUSG00000055963,12906838,12983553,4,1,Triqk
ENSMUSG00000101114,2721836,2722099,Y,-1,Gm28628
ENSMUSG00000081651,38685315,38685869,16,-1,Gm15530
ENSMUSG00000022799,38598340,38713274,16,-1,Arhgap31
ENSMUSG00000028063,88481148,88509956,3,-1,Lmna
ENSMUSG00000081266,54094001,54095041,5,-1,Gm15820
ENSMUSG00000022235,31568791,31590119,15,1,Cmbl
ENSMUSG00000039156,53998417,54121057,5,1,Stim2
ENSMUSG00000021661,98263158,98274750,13,1,Ankra2
ENSMUSG00000055912,72355447,72359762,6,1,Tmem150a
ENSMUSG00000036087,72914304,72978829,5,1,Slain2
ENSMUSG00000098223,80933677,80934588,8,1,Gm4891
ENSMUSG00000059113,89151086,89151550,16,1,Gm10061
ENSMUSG00000097545,64587331,64593961,14,1,A930011O12Rik
ENSMUSG00000007050,34981862,34985891,17,1,Lsm2
ENSMUSG00000000157,96422288,96443619,16,-1,Itgb2l
ENSMUSG00000097399,58281183,58299145,13,1,Gm26555
ENSMUSG00000098001,80933534,80938667,8,-1,Gm27048
ENSMUSG00000093548,73690257,73690805,10,-1,Gm6407
ENSMUSG00000085176,73489974,73518390,10,1,Gm15397
ENSMUSG00000044227,89157952,89158348,16,1,Gm9789
ENSMUSG00000084274,44121893,44124123,4,1,Gm12504
ENSMUSG00000082963,52077168,52077467,4,-1,Gm12465
ENSMUSG00000082875,11312433,11313262,11,1,Gm12598
ENSMUSG00000020193,11279626,11462408,11,-1,Zpbp
ENSMUSG00000030505,49778346,49858265,7,1,Prmt3
ENSMUSG00000089646,38507463,38507666,5,1,Gm15796
ENSMUSG00000086422,38575031,38575429,5,1,4930421P07Rik
ENSMUSG00000100618,45300454,45311011,19,-1,Gm29595
ENSMUSG00000002266,6675443,6696450,7,-1,Zim1
ENSMUSG00000038685,181319739,181356616,2,1,Rtel1
ENSMUSG00000102914,65968902,65969151,3,-1,RP24-372I24.3
ENSMUSG00000028344,48279760,48431954,4,1,Invs
ENSMUSG00000041878,43092588,43093835,1,1,8430432A02Rik
ENSMUSG00000086631,34547206,34556204,7,1,Gm12784
ENSMUSG00000086160,91597583,91604676,15,1,4933438A12Rik
ENSMUSG00000037982,81013576,81038584,8,1,Gm9725
ENSMUSG00000101663,63063071,63063621,5,-1,Gm28715
ENSMUSG00000098028,50111073,50112062,16,1,Gm8824
ENSMUSG00000086867,35703896,35708244,17,1,Gm4577
ENSMUSG00000057132,52110704,52163546,14,1,Rpgrip1
ENSMUSG00000000889,27165233,27183200,2,1,Dbh
ENSMUSG00000099440,45311300,45312247,19,-1,Gm29593
ENSMUSG00000020191,11462094,11515192,11,1,4930415F15Rik
ENSMUSG00000046572,38668484,38684826,5,-1,Zfp518b
ENSMUSG00000029671,22288227,22298522,6,1,Wnt16
ENSMUSG00000078440,81384428,81391560,10,1,Dohh
ENSMUSG00000081325,11436984,11437775,11,1,Gm12599
ENSMUSG00000103716,34928509,34930645,1,1,RP23-348C6.4
ENSMUSG00000102652,65969914,65971922,3,1,RP24-372I24.2
ENSMUSG00000102057,45317893,45318429,19,1,Gm29594
ENSMUSG00000097951,20704383,20705382,13,-1,Gm7611
ENSMUSG00000063827,49535187,49536122,11,1,Olfr1382
ENSMUSG00000091280,106327368,106330821,12,1,Gm17032
ENSMUSG00000019295,33653216,33657977,5,-1,Tmem129
ENSMUSG00000069080,25777017,25780279,2,1,Lcn11
ENSMUSG00000079588,40805601,40856887,1,1,Tmem182
ENSMUSG00000021997,75084303,75130881,14,-1,Lrrc63
ENSMUSG00000074052,121907833,121918428,8,1,BC048644
ENSMUSG00000091255,14933221,14938429,5,-1,Speer4e
ENSMUSG00000078657,93144787,93149819,3,1,Crnn
ENSMUSG00000092418,121806415,121807369,8,1,Gm20406
ENSMUSG00000063163,69856874,69863744,16,-1,Speer2
ENSMUSG00000044125,95959715,95967655,4,-1,9530080O11Rik
ENSMUSG00000055523,55198297,55241236,19,-1,Gucy2g
ENSMUSG00000026994,66082766,66124994,2,-1,Galnt3
ENSMUSG00000081951,13021941,13022210,8,1,Gm15352
ENSMUSG00000103641,65987158,65989753,3,-1,RP24-372I24.1
ENSMUSG00000083539,52240903,52241522,4,1,Gm12466
ENSMUSG00000028345,48430858,48473459,4,-1,Tex10
ENSMUSG00000031443,13026034,13035809,8,1,F7
ENSMUSG00000092416,42473386,42505726,7,-1,Zfp141
ENSMUSG00000031825,119992438,120052793,8,1,Crispld2
ENSMUSG00000026963,25288145,25289189,2,1,Tmem210
ENSMUSG00000101332,56531824,56533876,1,1,Gm28240
ENSMUSG00000092505,42488801,42489055,7,1,Gm19246
ENSMUSG00000072791,118867824,118966421,12,-1,Abcb5
ENSMUSG00000103369,66029540,66031519,3,-1,RP23-1B19.5
ENSMUSG00000095187,49551749,49552684,11,1,Olfr1381
ENSMUSG00000072188,14974113,14978935,5,-1,Gm10354
ENSMUSG00000100417,45329629,45338323,19,-1,Gm28578
ENSMUSG00000081953,48344215,48345230,4,-1,Gm12435
ENSMUSG00000100069,53390415,53392585,1,1,Gm6801
ENSMUSG00000080790,11185133,11186099,16,-1,Gm7638
ENSMUSG00000084864,78911966,78913660,15,-1,1700027A07Rik
ENSMUSG00000034387,112359324,112388023,6,-1,Ssu2
ENSMUSG00000021294,112146208,112181747,12,1,Kif26a
ENSMUSG00000028572,95967240,96025413,4,1,Hook1
ENSMUSG00000022436,78899667,78919517,15,1,Sh3bp1
ENSMUSG00000091897,15028950,15032998,5,-1,Gm17019
ENSMUSG00000037653,69109285,69341709,5,-1,Kctd8
ENSMUSG00000085325,30587056,30621275,X,-1,Gm14974
ENSMUSG00000061082,53069995,53240111,X,-1,Plac1
ENSMUSG00000098685,80802651,80864861,9,1,Gm27224
ENSMUSG00000063935,72577114,72581084,5,-1,Zar1
ENSMUSG00000062132,30515122,30522193,7,1,Arhgap33os
ENSMUSG00000062204,52144593,52145528,11,-1,Olfr1373
ENSMUSG00000005583,83504034,83667079,13,1,Mef2c
ENSMUSG00000104066,72716960,72717171,9,1,RP23-296I6.10
ENSMUSG00000102411,72728140,72730888,9,1,RP23-461P14.1
ENSMUSG00000100997,49563923,49564858,11,1,Olfr1380
ENSMUSG00000032216,72662346,72749852,9,1,Nedd4
ENSMUSG00000002265,6703892,6730421,7,-1,Peg3
ENSMUSG00000050097,104831572,104840093,8,1,Ces2b
ENSMUSG00000045336,56636044,56637435,1,-1,Hsfy2
ENSMUSG00000060461,78367052,78368177,9,-1,Dppa5a
ENSMUSG00000003534,35681567,35704621,17,-1,Ddr1
ENSMUSG00000031095,38533274,38576196,X,-1,Cul4b
ENSMUSG00000075408,101293212,101297426,15,1,6030408B16Rik
ENSMUSG00000081791,49595739,49595925,11,-1,Gm12190
ENSMUSG00000101077,83965984,83967007,9,-1,Gm29164
ENSMUSG00000083443,112563642,112565207,6,1,Gm15519
ENSMUSG00000101392,83938369,83938475,9,-1,Gm29163
ENSMUSG00000032263,83925145,84124240,9,1,Bckdhb
ENSMUSG00000029633,112605544,112606779,6,1,Gm5578
ENSMUSG00000031779,94745590,94751699,8,1,Ccl22
ENSMUSG00000094546,114788372,114788805,12,-1,Ighv1-26
ENSMUSG00000028452,42979963,43000507,4,-1,Vcp
ENSMUSG00000047897,87015537,87019917,9,1,Ripply2
ENSMUSG00000098935,80926034,80927213,9,-1,Gm27225
ENSMUSG00000092335,42579783,42592547,7,-1,Gm7221
ENSMUSG00000090358,108313099,108316273,13,-1,Gm2822
ENSMUSG00000099085,81016088,81016958,9,-1,Gm8151
ENSMUSG00000097655,81175457,81203591,9,1,Gm26713
ENSMUSG00000103395,114804616,114805041,12,-1,Ighv1-27
ENSMUSG00000029227,74535449,74598790,5,1,Fip1l1
ENSMUSG00000020251,82650433,82690650,10,-1,Glt8d2
ENSMUSG00000099374,82787051,82787743,Y,-1,Gm21344
ENSMUSG00000029158,69516675,69542647,5,-1,Yipf7
ENSMUSG00000103548,34969627,34969855,1,-1,RP23-348C6.6
ENSMUSG00000102573,72691549,72695050,9,1,RP23-296I6.8
ENSMUSG00000104273,72687224,72688715,9,1,RP23-296I6.7
ENSMUSG00000094557,47815300,47815632,6,-1,Rpl35a-ps7
ENSMUSG00000021620,91741512,91786148,13,1,Acot12
ENSMUSG00000103760,34970065,34970500,1,1,RP23-348C6.7
ENSMUSG00000087002,58204139,58236047,19,1,Gm16277
ENSMUSG00000025089,58235604,58455909,19,-1,Gfra1
ENSMUSG00000100882,82861333,82862028,Y,-1,Gm20849
ENSMUSG00000039903,90826719,90905109,16,1,Eva1c
ENSMUSG00000036197,93239742,93275161,15,-1,Gxylt1
ENSMUSG00000031910,106870242,106884566,8,1,Has3
ENSMUSG00000028451,42969604,42983640,4,1,1700022I11Rik
ENSMUSG00000051499,47819266,47830867,6,-1,Zfp786
ENSMUSG00000034674,82629828,82650799,10,1,Tdg
ENSMUSG00000086653,160016653,160040619,2,1,9130015L21Rik
ENSMUSG00000103997,34985656,34985890,1,1,RP23-309D5.1
ENSMUSG00000087458,120024807,120027453,2,-1,Gm13999
ENSMUSG00000074623,160311393,160334162,2,-1,Gm826
ENSMUSG00000074622,160363703,160367065,2,-1,Mafb
ENSMUSG00000078956,160568379,160619971,2,-1,Gm14221
ENSMUSG00000078955,160583357,160585191,2,1,Gm14222
ENSMUSG00000027199,122594467,122611303,2,-1,Gatm
ENSMUSG00000003992,91460283,91703429,13,1,Ssbp2
ENSMUSG00000028753,138565360,138635884,4,-1,Vwa5b1
ENSMUSG00000085179,152352198,152353641,4,-1,Gm13645
ENSMUSG00000103911,144957155,144958848,4,-1,RP23-133N19.3
ENSMUSG00000074876,122630625,122632930,2,1,Spata5l1
ENSMUSG00000070544,160645888,160722764,2,1,Top1
ENSMUSG00000046691,106883863,106893601,8,-1,Chtf8
ENSMUSG00000104011,164462442,164463989,1,1,RP24-272N10.3
ENSMUSG00000103226,164489060,164489375,1,1,RP24-272N10.4
ENSMUSG00000049093,67422932,67491855,6,-1,Il23r
ENSMUSG00000038034,172261641,172319841,1,1,Igsf8
ENSMUSG00000038695,44467980,44471652,7,1,Josd2
ENSMUSG00000026213,75521529,75537335,1,1,Stk11ip
ENSMUSG00000007097,172271709,172298064,1,-1,Atp1a2
ENSMUSG00000033852,120027493,120043033,2,1,Gm28042
ENSMUSG00000098789,120027483,120032594,2,1,Jmjd7
ENSMUSG00000049556,56618475,56685253,9,-1,Lingo1
ENSMUSG00000087388,37658989,37673166,11,1,Gm12128
ENSMUSG00000098488,120033417,120043030,2,1,Pla2g4b
ENSMUSG00000033632,25168999,25467321,18,1,AW554918
ENSMUSG00000051593,52910833,52919172,4,-1,Olfr272
ENSMUSG00000090624,49424061,49424884,6,-1,Gm17060
ENSMUSG00000099750,91482053,91482842,12,1,Gm18827
ENSMUSG00000034282,116220559,116238077,11,-1,Evpl
ENSMUSG00000051111,95959443,96132577,13,-1,Sv2c
ENSMUSG00000023403,49395604,49469501,6,1,Stk31
ENSMUSG00000043621,138709837,138737167,4,-1,Ubxn10
ENSMUSG00000082267,52241712,52242456,4,1,Gm12467
ENSMUSG00000095180,37804842,37808876,X,1,Rhox5
ENSMUSG00000084141,52155378,52156283,11,-1,Olfr1372-ps1
ENSMUSG00000101772,82890986,82891600,Y,-1,Gm28829
ENSMUSG00000083338,52360823,52362211,4,-1,Gm12475
ENSMUSG00000104417,35625606,35651297,1,-1,RP24-550I15.1
ENSMUSG00000101765,31896505,31896940,7,1,Gm21673
ENSMUSG00000060204,72581639,72587550,5,-1,Gm5868
ENSMUSG00000099667,82927738,82928433,Y,-1,Gm21901
ENSMUSG00000061684,82523544,82524021,18,-1,Rpl21-ps8
ENSMUSG00000092262,42602920,42604454,7,1,Gm20434
ENSMUSG00000101714,35806974,35810462,1,1,Gm28415
ENSMUSG00000020780,116245166,116274217,11,-1,Srp68
ENSMUSG00000020963,91400994,91540509,12,1,Tshr
ENSMUSG00000083175,52188953,52189553,11,1,Gm12206
ENSMUSG00000099354,83761756,83762865,6,-1,1700124L16Rik
ENSMUSG00000102895,50575186,50576517,3,-1,RP24-295G1.2
ENSMUSG00000103745,50598069,50598444,3,-1,RP23-264F2.3
ENSMUSG00000086284,45234723,45243990,4,-1,Frmpd1os
ENSMUSG00000060170,52213052,52213987,11,-1,Olfr1371
ENSMUSG00000102715,50516399,50607223,3,-1,RP24-295G1.1
ENSMUSG00000028750,138724792,138746132,4,1,Pla2g2c
ENSMUSG00000035615,45184875,45285936,4,1,Frmpd1
ENSMUSG00000081854,160845613,160846470,2,1,Gm11447
ENSMUSG00000054226,85915738,85930284,6,1,Tprkb
ENSMUSG00000085303,160840836,160888028,2,-1,Gm16751
ENSMUSG00000104014,159134272,159166387,1,1,RP23-375F6.1
ENSMUSG00000024269,25127223,25169007,18,-1,Tpgs2
ENSMUSG00000099115,96082054,96083231,13,1,Gm17190
ENSMUSG00000085763,52430285,52438965,4,-1,Smc2os
ENSMUSG00000035125,81923669,81959915,6,1,Gcfc2
ENSMUSG00000062519,47835661,47868257,6,1,Zfp398
ENSMUSG00000090223,96467606,96525793,16,1,Pcp4
ENSMUSG00000092066,106442653,106447666,12,-1,1700121N20Rik
ENSMUSG00000096301,113474875,113474903,12,-1,Ighd6-2
ENSMUSG00000092278,35445856,35448926,17,1,Gm8752
ENSMUSG00000102532,113475112,113475121,12,-1,RP23-270B12.27
ENSMUSG00000098348,38038199,38043114,X,-1,Btg1-ps2
ENSMUSG00000082587,38219069,38220215,11,1,Gm12129
ENSMUSG00000101270,31915240,31917385,7,-1,Scgb2b9-ps
ENSMUSG00000027412,160880670,160906002,2,1,Lpin3
ENSMUSG00000050087,50354462,50359699,11,1,Cby3
ENSMUSG00000091762,106459150,106459495,12,1,Gm3191
ENSMUSG00000087296,38493330,38520013,11,-1,Gm12130
ENSMUSG00000014418,46760466,46796064,7,-1,Hps5
ENSMUSG00000030088,90486427,90600203,6,1,Aldh1l1
ENSMUSG00000061992,159168160,159168642,1,-1,Gm4953
ENSMUSG00000104169,159209135,159211141,1,-1,RP23-375F6.3
ENSMUSG00000102315,114809421,114809854,12,-1,Ighv1-28
ENSMUSG00000020793,116280939,116283938,11,1,Galr2
ENSMUSG00000086621,19634034,19636986,2,-1,Gm13348
ENSMUSG00000089908,25391801,25392332,18,1,Gm16558
ENSMUSG00000028749,138750533,138757626,4,-1,Pla2g2f
ENSMUSG00000033249,105269801,105275845,8,1,Hsf4
ENSMUSG00000041202,138775735,138782046,4,1,Pla2g2d
ENSMUSG00000074899,120046157,120085772,2,-1,Sptbn5
ENSMUSG00000038301,51523901,51590679,6,1,Snx10
ENSMUSG00000035877,160748708,160872998,2,-1,Zhx3
ENSMUSG00000098889,160743927,160751909,2,-1,Gm27206
ENSMUSG00000020405,43596049,43601540,11,-1,Fabp6
ENSMUSG00000054320,105413571,105464086,8,1,Lrrc36
ENSMUSG00000089748,104845349,104846373,8,-1,Matr3-ps2
ENSMUSG00000002797,54982580,54992950,6,-1,Ggct
ENSMUSG00000081052,11190254,11191265,16,-1,Gm6305
ENSMUSG00000102607,39419048,39419932,1,-1,RP24-539E18.5
ENSMUSG00000091442,106508242,106509910,12,1,Gm17031
ENSMUSG00000016933,160731300,160775760,2,1,Plcg1
ENSMUSG00000034098,76074270,76710019,3,1,Fstl5
ENSMUSG00000023460,66494512,66519717,17,-1,Rab12
ENSMUSG00000073702,39367842,39371911,1,1,Rpl31
ENSMUSG00000034855,92346638,92348889,5,-1,Cxcl10
ENSMUSG00000082868,60597597,60597695,4,1,Mup-ps5
ENSMUSG00000074785,94790866,94944578,10,-1,Plxnc1
ENSMUSG00000009739,100575318,100599984,15,-1,Pou6f1
ENSMUSG00000092210,115569986,115582448,10,1,A930009A15Rik
ENSMUSG00000096009,38175086,38176024,17,1,Olfr134
ENSMUSG00000091189,51753505,51753949,14,1,Ear-ps3
ENSMUSG00000103454,52425408,52425648,3,1,WI1-298L18.1
ENSMUSG00000052749,104355382,104369884,7,-1,Trim30b
ENSMUSG00000085834,93625382,93628633,13,1,Gm15622
ENSMUSG00000074768,93616891,93637961,13,-1,Bhmt
ENSMUSG00000062006,130726831,130730398,3,-1,Rpl34
ENSMUSG00000069720,15652286,15657059,5,-1,4930572O03Rik
ENSMUSG00000060615,51763878,51773590,14,-1,Ang4
ENSMUSG00000060183,92359544,92365485,5,-1,Cxcl11
ENSMUSG00000098333,76989782,76990019,9,1,Gm27158
ENSMUSG00000030045,81957851,81965958,6,-1,Mrpl19
ENSMUSG00000056418,96435783,96438138,9,-1,BC043934
ENSMUSG00000025544,122107038,122159604,14,1,Tm9sf2
ENSMUSG00000043015,52630703,52651919,1,1,Tmem194b
ENSMUSG00000041193,138799244,138863482,4,-1,Pla2g5
ENSMUSG00000060808,61504386,61505059,11,-1,B9d1os
ENSMUSG00000085917,122683602,122683839,8,-1,Gm15899
ENSMUSG00000082068,92363904,92365511,5,1,Gm2673
ENSMUSG00000025317,121916126,121944904,8,-1,Car5a
ENSMUSG00000058908,138831857,138835186,4,1,Pla2g2a
ENSMUSG00000057801,38208169,38209247,17,1,Olfr135
ENSMUSG00000089757,152418283,152421834,4,-1,Gm16334
ENSMUSG00000090057,152410800,152411262,4,1,Gm16333
ENSMUSG00000098941,76989585,76989789,9,-1,Gm27157
ENSMUSG00000022604,55899888,55934855,16,-1,Cep97
ENSMUSG00000035242,80826656,80829290,10,1,Oaz1
ENSMUSG00000031822,120230536,120581390,8,1,Gse1
ENSMUSG00000032357,76951693,77045794,9,-1,Tinag
ENSMUSG00000070933,15619064,15623864,5,1,Speer4d
ENSMUSG00000084951,60776329,60784581,14,-1,Mipepos
ENSMUSG00000103965,52516964,52550219,3,1,RP24-117F4.2
ENSMUSG00000071347,60768134,60780869,14,1,C1qtnf9
ENSMUSG00000098485,24407179,24418902,X,-1,Gm6956
ENSMUSG00000074782,91701665,91741872,13,-1,4833422C13Rik
ENSMUSG00000101248,31924345,31924729,7,1,Scgb1b9-ps
ENSMUSG00000097949,81308177,81309149,8,-1,Gm5354
ENSMUSG00000098091,40212382,40213379,19,1,Gm16470
ENSMUSG00000091887,106544837,106546326,12,-1,Gm17053
ENSMUSG00000099869,117646693,117751769,6,-1,1700030F04Rik
ENSMUSG00000092107,51793304,51793753,14,-1,Ear-ps4
ENSMUSG00000083806,39727070,39727712,11,-1,Gm12131
ENSMUSG00000082614,43615117,43616329,11,-1,Gm12149
ENSMUSG00000029273,87554645,87569027,5,-1,Sult1d1
ENSMUSG00000103905,63905429,63905718,3,1,RP23-347F4.3
ENSMUSG00000022219,55754045,55758458,14,-1,Cideb
ENSMUSG00000006678,93304767,93632155,X,-1,Pola1
ENSMUSG00000067389,45586120,45588377,17,1,Gm17080
ENSMUSG00000022537,30511855,30550842,16,-1,Tmem44
ENSMUSG00000026822,32384633,32388252,2,-1,Lcn2
ENSMUSG00000028931,152390742,152477871,4,-1,Kcnab2
ENSMUSG00000040610,33200752,33203589,11,-1,Tlx3
ENSMUSG00000070490,52612835,52613836,3,1,Gm10293
ENSMUSG00000027750,54361109,54391034,3,1,Postn
ENSMUSG00000015134,66390892,66427517,7,-1,Aldh1a3
ENSMUSG00000031109,49009707,49288259,X,-1,Enox2
ENSMUSG00000045284,44786570,44790197,X,-1,Dcaf12l1
ENSMUSG00000104222,117716342,117718868,6,1,RP23-349K15.2
ENSMUSG00000082302,39767618,39768412,4,1,Gm12385
ENSMUSG00000028133,121155400,121171695,3,-1,Rwdd3
ENSMUSG00000006423,36823737,36874111,X,-1,C330007P06Rik
ENSMUSG00000102996,159289059,159289807,1,1,RP23-145H3.3
ENSMUSG00000103186,159337414,159337819,1,-1,RP23-145H3.4
ENSMUSG00000067235,35470089,35474563,17,1,H2-Q10
ENSMUSG00000019297,55745693,55755500,14,1,Nop9
ENSMUSG00000090674,122121553,122122643,14,1,Gm17082
ENSMUSG00000104068,50624347,50628411,3,-1,RP23-264F2.1
ENSMUSG00000040782,159232320,159347640,1,1,Rfwd2
ENSMUSG00000067220,72603696,72642752,5,-1,Cnga1
ENSMUSG00000084302,50126907,50127918,11,-1,Gm12194
ENSMUSG00000050961,51800046,51826359,14,1,AY358078
ENSMUSG00000102512,114812321,114812745,12,-1,Ighv1-29
ENSMUSG00000036781,66946086,66949516,9,1,Rps27l
ENSMUSG00000019867,14715623,14718214,10,-1,Gje1
ENSMUSG00000091293,51825720,51826293,14,1,Gm6047
ENSMUSG00000083271,39823430,39824348,4,1,Gm12384
ENSMUSG00000082484,86659318,86660035,8,-1,Gm16177
ENSMUSG00000050700,160906437,160912328,2,-1,Emilin3
ENSMUSG00000103572,159235710,159238558,1,1,RP23-375F6.4
ENSMUSG00000003134,39371492,39478755,1,-1,Tbc1d8
ENSMUSG00000010311,133897199,133907999,1,-1,Optc
ENSMUSG00000047866,86624043,86723873,8,1,Lonp2
ENSMUSG00000087147,160925541,160926648,2,-1,Gm14228
ENSMUSG00000027293,120089175,120154606,2,-1,Ehd4
ENSMUSG00000022636,52248996,52454074,16,-1,Alcam
ENSMUSG00000039577,152476706,152563183,4,1,Nphp4
ENSMUSG00000074457,90537254,90543151,3,1,S100a16
